First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
Z981,9,Z981,Z981: Common femoral vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z982,3,Z982,Z982: Deep femoral vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z983,1,Z983,Z983: Superficial femoral vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z984,7,Z984,Z984: Popliteal vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z985,2,Z985,Z985: Long saphenous vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
Z986,1,Z986,Z986: Short saphenous vein,Z98,Z98: Other veins of lower limb,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
W878,1,W878,W878: Other specified diagnostic endoscopic examination of knee joint,W87,W87: Diagnostic endoscopic examination of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W901,3210,W901,W901: Aspiration of joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W903,100,W903,W903: Injection of therapeutic substance into joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W904,5,W904,W904: Injection into joint NEC,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W908,6,W908,W908: Other specified puncture of joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W909,1,W909,W909: Unspecified puncture of joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W911,1,W911,W911: Manipulation of joint using traction NEC,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W913,2,W913,W913: Manipulation of prosthetic joint NEC,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.6,Live
W919,6,W919,W919: Unspecified other manipulation of joint,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W921,4,W921,W921: Biopsy of lesion of joint NEC,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W924,1,W924,W924: Examination of joint under anaesthetic,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W925,2,W925,W925: Examination of joint NEC,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W928,1,W928,W928: Other specified other operations on joint,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
X326,6,X326,X326: Red cell exchange,X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X327,2,X327,X327: Leucopheresis,X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X328,1,X328,X328: Other specified exchange blood transfusion,X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X329,1,X329,X329: Unspecified exchange blood transfusion,X32,X32: Exchange blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X331,1,X331,X331: Intra-arterial blood transfusion,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X332,77,X332,X332: Intravenous blood transfusion of packed cells,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X333,49,X333,X333: Intravenous blood transfusion of platelets,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X337,2,X337,X337: Autologous transfusion of red blood cells,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.7,Live
X338,2,X338,X338: Other specified other blood transfusion,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X339,35,X339,X339: Unspecified other blood transfusion,X33,X33: Other blood transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X341,1,X341,X341: Transfusion of coagulation factor,X34,X34: Other intravenous transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X342,8,X342,X342: Transfusion of plasma NEC,X34,X34: Other intravenous transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X344,5,X344,X344: Transfusion of blood expander,X34,X34: Other intravenous transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X348,3,X348,X348: Other specified other intravenous transfusion,X34,X34: Other intravenous transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
U144,1,U144,U144: Nuclear bone scan - two phase,U14,U14: Nuclear bone scan,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U149,1,U149,U149: Unspecified nuclear bone scan,U14,U14: Nuclear bone scan,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U151,17,U151,U151: Lung perfusion scanning NEC,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U152,2,U152,U152: Lung ventilation scanning NEC,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U153,35,U153,U153: Ventilation perfusion quotient scan,U15,U15: Diagnostic imaging of respiratory system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
V018,1,V018,V018: Other specified plastic repair of cranium,V01,V01: Plastic repair of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V033,1,V033,V033: Reopening of cranium and re-exploration of intracranial operation site NEC,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V037,3,V037,V037: Decompressive craniectomy,V03,V03: Opening of cranium,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.7,Live
V068,2,V068,V068: Other specified excision of maxilla,V06,V06: Excision of maxilla,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
V072,1,V072,V072: Partial excision of bone of face NEC,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V073,2,V073,V073: Excision of lesion of bone of face,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V074,1,V074,V074: Excision of lesion of infratemporal fossa,V07,V07: Excision of bone of face,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.3,Live
W283,74,W283,W283: Removal of internal fixation from bone NEC,W28,W28: Other internal fixation of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W301,2,W301,W301: Application of external fixation to bone NEC,W30,W30: Other external fixation of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W302,1,W302,W302: Adjustment to external fixation of bone NEC,W30,W30: Other external fixation of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W303,11,W303,W303: Removal of external fixation from bone NEC,W30,W30: Other external fixation of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W331,44,W331,W331: Open biopsy of lesion of bone,W33,W33: Other open operations on bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W332,2,W332,W332: Debridement of open fracture of bone,W33,W33: Other open operations on bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W336,56,W336,W336: Debridement of bone NEC,W33,W33: Other open operations on bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W337,6,W337,W337: Lavage of bone,W33,W33: Other open operations on bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W338,3,W338,W338: Other specified other open operations on bone,W33,W33: Other open operations on bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W651,1,W651,W651: Primary open reduction of fracture dislocation of joint and skeletal traction HFQ,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W654,2,W654,W654: Primary open reduction of fracture dislocation of joint and internal fixation NEC,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W661,3,W661,W661: Primary closed reduction of fracture dislocation of joint and skeletal traction HFQ,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
X349,1,X349,X349: Unspecified other intravenous transfusion,X34,X34: Other intravenous transfusion,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X352,363,X352,X352: Intravenous chemotherapy,X35,X35: Other intravenous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X353,5,X353,X353: Intravenous immunotherapy,X35,X35: Other intravenous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X355,1815,X355,X355: Intravenous injection of antimicrobial therapy,X35,X35: Other intravenous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X358,52,X358,X358: Other specified other intravenous injection,X35,X35: Other intravenous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X359,21,X359,X359: Unspecified other intravenous injection,X35,X35: Other intravenous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X362,30,X362,X362: Venesection,X36,X36: Blood withdrawal,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X363,110,X363,X363: Venous sampling,X36,X36: Blood withdrawal,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X368,1810,X368,X368: Other specified blood withdrawal,X36,X36: Blood withdrawal,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X369,1924,X369,X369: Unspecified blood withdrawal,X36,X36: Blood withdrawal,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X373,90,X373,X373: Intramuscular chemotherapy,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X374,4,X374,X374: Intramuscular immunotherapy,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X375,45,X375,X375: Intramuscular injection for local action,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X376,11,X376,X376: Intramuscular hormone therapy,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X378,68,X378,X378: Other specified intramuscular injection,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X379,7,X379,X379: Unspecified intramuscular injection,X37,X37: Intramuscular injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X381,2,X381,X381: Injection of triamcinolone for local action,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X382,5,X382,X382: Injection of steroid for local action NEC,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X383,6,X383,X383: Injection of hormone for local action NEC,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X384,69,X384,X384: Subcutaneous chemotherapy,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X721,23,X721,X721: Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,X72,X72: Delivery of chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X722,11,X722,X722: Delivery of complex parenteral chemotherapy for neoplasm at first attendance,X72,X72: Delivery of chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X723,16,X723,X723: Delivery of simple parenteral chemotherapy for neoplasm at first attendance,X72,X72: Delivery of chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X724,55,X724,X724: Delivery of subsequent element of cycle of chemotherapy for neoplasm,X72,X72: Delivery of chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X729,15,X729,X729: Unspecified delivery of chemotherapy for neoplasm,X72,X72: Delivery of chemotherapy for neoplasm,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
W662,4,W662,W662: Primary closed reduction of traumatic dislocation of joint and skeletal traction NEC,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W663,31,W663,W663: Primary manipulative closed reduction of fracture dislocation of joint NEC,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W668,4,W668,W668: Other specified primary closed reduction of traumatic dislocation of joint,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W669,96,W669,W669: Unspecified primary closed reduction of traumatic dislocation of joint,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W975,1,W975,W975: Primary reverse polarity total prosthetic replacement of shoulder joint not using cement,W97,W97: Total prosthetic replacement of shoulder joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
W984,1,W984,W984: Attention to total prosthetic replacement of shoulder joint NEC,W98,W98: Total prosthetic replacement of shoulder joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
X385,6,X385,X385: Subcutaneous immunotherapy,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X386,68,X386,X386: Subcutaneous injection for local action NEC,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X387,15,X387,X387: Subcutaneous injection of haematological growth factor,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X388,17,X388,X388: Other specified subcutaneous injection,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X389,2,X389,X389: Unspecified subcutaneous injection,X38,X38: Subcutaneous injection,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X391,41,X391,X391: Oral administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X392,1,X392,X392: Sublingual administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X394,1,X394,X394: Inhalation administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X395,5,X395,X395: Transdermal administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X398,12,X398,X398: Other specified other route of administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X399,1,X399,X399: Unspecified other route of administration of therapeutic substance,X39,X39: Other route of administration of therapeutic substance,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X401,53,X401,X401: Renal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X402,80,X402,X402: Peritoneal dialysis NEC,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X403,1603,X403,X403: Haemodialysis NEC,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X405,28,X405,X405: Automated peritoneal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X406,19,X406,X406: Continuous ambulatory peritoneal dialysis,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X408,8,X408,X408: Other specified compensation for renal failure,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X409,2,X409,X409: Unspecified compensation for renal failure,X40,X40: Compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X411,9,X411,X411: Insertion of ambulatory peritoneal dialysis catheter,X41,X41: Placement of ambulatory apparatus for compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X412,3,X412,X412: Removal of ambulatory peritoneal dialysis catheter,X41,X41: Placement of ambulatory apparatus for compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X418,1,X418,X418: Other specified placement of ambulatory apparatus for compensation for renal failure,X41,X41: Placement of ambulatory apparatus for compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X421,3,X421,X421: Insertion of temporary peritoneal dialysis catheter,X42,X42: Placement of other apparatus for compensation for renal failure,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X442,6,X442,X442: Intramuscular injection of vaccine,X44,X44: Administration of vaccine,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.4,Live
X443,3,X443,X443: Subcutaneous injection of vaccine,X44,X44: Administration of vaccine,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.4,Live
X449,1,X449,X449: Unspecified administration of vaccine,X44,X44: Administration of vaccine,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.4,Live
X861,28,X861,X861: Antifungal drugs Band 1,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X862,5,X862,X862: Antifungal drugs Band 2,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X864,3,X864,X864: Respiratory syncytial virus treatment and Hepatitis C treatment drugs Band 1,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X865,4,X865,X865: Respiratory syncytial virus prevention drugs Band 1,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X866,13,X866,X866: Antiretroviral drugs Band 1,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.4,Live
X867,13,X867,X867: Cytomegalovirus drugs Band 1,X86,X86: High cost anti-infective drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.5,Live
X872,1,X872,X872: Growth hormone analogue drugs Band 1,X87,X87: High cost endocrinology drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X891,4,X891,X891: Monoclonal antibodies Band 1,X89,X89: High cost immunosuppressant drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X892,29,X892,X892: Monoclonal antibodies Band 2,X89,X89: High cost immunosuppressant drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X893,1,X893,X893: Immunomodulating drugs Band 1,X89,X89: High cost immunosuppressant drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X894,2,X894,X894: Somatostatin analogues Band 1,X89,X89: High cost immunosuppressant drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X895,1,X895,X895: Allergic emergency drugs Band 1,X89,X89: High cost immunosuppressant drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.6,Live
X902,4,X902,X902: Hypoplastic haemolytic and renal anaemia drugs Band 2,X90,X90: High cost haematology and nutrition drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X903,42,X903,X903: Neutropenia drugs Band 1,X90,X90: High cost haematology and nutrition drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X904,296,X904,X904: Intravenous nutrition Band 1,X90,X90: High cost haematology and nutrition drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X906,6,X906,X906: Protein tyrosine kinase inhibitors Band 1,X90,X90: High cost haematology and nutrition drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.5,Live
X521,1,X521,X521: Hyperbaric therapy,X52,X52: Oxygen therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X522,584,X522,X522: High flow nasal oxygen therapy,X52,X52: Oxygen therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.10,Live
X528,1678,X528,X528: Other specified oxygen therapy,X52,X52: Oxygen therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X529,655,X529,X529: Unspecified oxygen therapy,X52,X52: Oxygen therapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X921,31,X921,X921: Cytokine inhibitor drugs Band 1,X92,X92: High cost musculoskeletal drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X922,1,X922,X922: Hyperuricaemia drugs Band 1,X92,X92: High cost musculoskeletal drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X961,35,X961,X961: Immunoglobulins Band 1,X96,X96: High cost immunology drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X981,43,X981,X981: Antibacterial drugs Band 1,X98,X98: Other high cost drugs,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.7,Live
Y763,1,Y763,Y763: Endoscopic approach to other body cavity,Y76,Y76: Minimal access to other body cavity,"Y70-Y79, O48","Y70-Y79, O48: Staged procedures etc and minimal access approaches",Y,Y: Subsidiary Classification of Methods of Operation,4.3,Live
Z161,1,Z161,Z161: Orbit,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z495,2,Z495,Z495: Skin of buttock,Z49,Z49: Skin of trunk,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z501,2,Z501,Z501: Skin of arm,Z50,Z50: Skin of other site,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z502,2,Z502,Z502: Skin of hand,Z50,Z50: Skin of other site,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z503,4,Z503,Z503: Skin of finger,Z50,Z50: Skin of other site,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z504,1,Z504,Z504: Skin of leg NEC,Z50,Z50: Skin of other site,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z506,1,Z506,Z506: Skin of toe,Z50,Z50: Skin of other site,Z47-Z51,Z47-Z51: Skin,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z856,1,Z856,Z856: Ankle joint,Z85,Z85: Joint of lower leg or tarsus,Z68-Z87,Z68-Z87: Other bones and joints,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z893,1,Z893,Z893: Forearm NEC,Z89,Z89: Arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z895,2,Z895,Z895: Thumb NEC,Z89,Z89: Arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z896,5,Z896,Z896: Finger NEC,Z89,Z89: Arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z897,1,Z897,Z897: Multiple digits of hand NEC,Z89,Z89: Arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.3,Live
T462||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||L915,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||H248,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S132,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X125,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G478,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||U052,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
