First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
X601||T873,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||G451,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E062||E051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||U201||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||L915,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X323||X323||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X505||U542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U091,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||T872,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U534,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||G451,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||X711||G441,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G342||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||M473,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||T462,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||G475,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||X403||T462||X403||X403||X403||X403||X403||X403||X403||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E858||E858||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||X904,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T131||T132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X892||E051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X701||W901,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W815,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||G169,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||M472||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||S571,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||U543||U543||U543,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W371||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||W461,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||J432,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G493,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X342||T462||T461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U071,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||E069,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||X332||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X604||U543,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||M492||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||H245,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X741||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||T111,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X403||X403,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||H074,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||G643,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G432,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M654,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X504,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||X403||X403||U212,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T811,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||E852,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M421||M162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T468,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||E851,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K632,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||X679,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G157||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E879||E521,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X505||X501,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H073||U212,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||J402,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||H259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X613||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||G602,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E522,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A842||X603,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||S132,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||H232,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A041,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||E062,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T462||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||T125,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M492||U201||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G341,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||D072,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E659,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E858||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T131,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J471||J482,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X403||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E855,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||E852||E852||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U072,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M422||M494,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W365,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||L942,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X729,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||V473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U221||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E893||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||S132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||G643,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
P262||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T462||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M421||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L194||H091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||G743,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||X723||K611,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||U543||U543,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||W362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U091,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||M295,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L912||E851,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X713||U212,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A522,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M421||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H229||H229,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529,368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U549||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||E852,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||G475||E659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E853,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E859||F268,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U201,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||U073,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E061,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||T438,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G157||U212,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||J473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T463||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E358||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G156||J485,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J398||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L753,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||T364,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||W903,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||E852,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||E634,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||L713,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||K771,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X405||L912,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X722||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T243||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||X528,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||G437,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||U071,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U091||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T458,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X332||W903,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L915||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T132||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X701||U051,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U081,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Y981||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||K752,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U209||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U052,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||K576,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U212,337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||D152,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G521||F094,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||U201||T462||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E594,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G437,262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U543||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T311,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L184||H095,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X387||X387,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U201||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||F109,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||L912,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T461||T462||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||H229,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X384||W281,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S069,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E369||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E852||G342,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||B321,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J401||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||W365,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||G345,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M151,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||G475,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X369||U112,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M421||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W364||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U548||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||E852,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T462||H229,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T461,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X502||X603,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X394||X618,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||M341,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||J402,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J483||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||G342,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X724||A542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||J388,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||S571,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||U212,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||E423,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||K635,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L914||U201||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G478||T453,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||G441,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X657||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G478||G478||F104,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J439||J479,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X384,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||G157,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A847||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U162,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||U051,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G052||T032,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K491,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X721||X353,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||E259,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X724||L997,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U201||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||T203,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U073||U123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J369||G321,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X723||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||E852,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J501||J762,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G152||G152||G443,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||E593,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||L722,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||L791,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||W365,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E354||E508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||X715,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||G459,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||H582,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L914||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||G451,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||M471,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E856||X528,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||U201,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||J403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||G459,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X708||W365,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||T872,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E486,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U051,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H464||H259,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T364,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M161,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||A559||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G473||T294,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U508||U093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G471||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||U201||K634,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||X723,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U051||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X602||U518,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T121||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J562||G643,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E852||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U052,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||J475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X373||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M472||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G601||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
