First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
G475||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E062||X603,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||X495,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U091||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W192,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W461,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X679,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S159,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U051,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||S421,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||W191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U509,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X495||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U502||W371,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M479,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W951||W941,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W192,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T877,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X488||X488,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"U54 ",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||S571,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||X402||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X528||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U051,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||X904,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U175,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||V403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W246,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W192,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852||W193,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||V444,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W192,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M475,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U212,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||W471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G151||G152,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||X404||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W461||S577,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G475,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U201,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K616||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U548,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||W242,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W242,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U162,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U093||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W242,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G675||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U051,674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E093||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W193,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W381,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M471,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||U548||U548||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U091||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W192||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U297||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K606||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X603||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E051||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W264,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U502,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||M479||M479||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||U502||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||X403||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E253||W965,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U201,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M479||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U091||W941,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||L914,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||M481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||T462,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W232,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U051,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W195,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X491,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K605,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A841,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||M479||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U091,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U051,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X675,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||W192,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W198,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U192||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L544,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201||W198,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||W242,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X518||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U212,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W471,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V444,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||W461,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L635,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||W201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X599||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W208,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"U50 ",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U211||K631,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||Y982,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||U191||U191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A842||U297,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L914,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M475||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W191,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U503,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W053,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H448||X498,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U211,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||O161,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U175,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X599,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Z899,2,Z899,Z899: Arm NEC,Z89,Z89: Arm region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z902,1,Z902,Z902: Hip NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z903,1,Z903,Z903: Upper leg NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z904,1,Z904,Z904: Lower leg NEC,Z90,Z90: Leg region,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z921,113,Z921,Z921: Head NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z924,74,Z924,Z924: Chest NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z926,57,Z926,Z926: Abdomen NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z928,1,Z928,Z928: Specified region of body NEC,Z92,Z92: Other region of body,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z941,1,Z941,Z941: Bilateral operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z942,72,Z942,Z942: Right sided operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
Z943,72,Z943,Z943: Left sided operation,Z94,Z94: Laterality of operation,Z89-Z99,Z89-Z99: Other sites,Z,Z: Subsidiary Classification of Sites of Operation.,4.2,Live
X529||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||L952,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U297||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U201,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||W371,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||M479||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G342,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H625||U502,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W249,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
O051||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||W192,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||M479,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G156||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U192||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U505||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W191,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X352||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X495,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W248,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X522,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||W675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L791,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||W246,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||B321,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W241||W192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U054,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K635,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U354,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E093||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||H201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M473,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U051,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||M479,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W191,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||W192,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U212,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
S429||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X481||W262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U191||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||X481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W232,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A735||W242,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U055,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||U549||W232,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||W214,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U503||W381,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W461||W801,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||X402,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||S472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||W232,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U508||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X599||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W951,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U212||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U502,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U201,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||W246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||U508||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||A559,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
