First_Procedure_Code,emergency_elderly_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
M479||M479||U214,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H245||H334,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T877,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G345,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M479||X403||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X528,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||Q493,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||G448,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S574,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||L915,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X714||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||G161,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U502||M479,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G584||G584,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W232,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||G436,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H626||H229,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E369||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U212||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T102,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M172||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X508,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X518||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E069||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||T122,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||K681,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H581||H581,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X961||U071,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T126||T102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||U162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||L997,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X387||W365,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K606||K606,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X337||G459,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G675||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||M131,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M492,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T126||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U117,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G478||G348,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M264,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X502||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||W901,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||K591,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H305||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L592,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||G448,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X589||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||M479||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H259||H216,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||U202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||M292,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||E852||U355,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||O241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T461||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U508||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||L912,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||K592,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G475||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X703||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||T318,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||S151,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||X522||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X405||X406,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T124||T125||T125,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L743,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||W461,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T125||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U211,1290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||E851,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E259,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E368,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X703||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M293,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||S573,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G161||G441,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M471||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X112,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K751||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||K634,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||G475,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J505||J406,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X411,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E855,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U153,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L593,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X412||X403,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||L913||X095,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E426||E426,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||G459,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U136,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||L913,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||W246,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T131,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E854||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U162,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K689||K401,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X112,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||K652,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U543||U543||U543,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X302||W241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M472||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||A559,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E064||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||N271,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U548||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U502||W461,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H289||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||S421,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M359,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W201,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||K601,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J449||J405||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U212,392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M471,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L758,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G643||A838,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G215,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M141,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U548||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||P293,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H241||H303,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J505||J382,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G459||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U202||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||V403,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U205,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T202||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U542,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||S352,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||K605,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E485,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E253||S471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U114||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U202||K633||K752,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||M459||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H464||H464,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X406||X406||X406||X406,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||L714,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X618||X326,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M382||M492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U052||W261,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||H151||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X353||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U093,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T413||U212,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M421||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U542||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U505||U505,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||T877,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||H211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U161||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||M479||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||D022,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M762,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K265||U133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G153||G448,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||G459,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||H259,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||C792,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X654||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M662,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H072||U071,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||G698,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H245||U212,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M459||X403,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U051,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||M422,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
K607||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||M472||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||Q555,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||L942,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U217,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||F222,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||G215,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M472||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||K492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||U071,587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||L713,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T413||S422,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X702,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X961||X508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U081,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W361,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G361,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T454,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||H251,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K263,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X674||A735,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||E852,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J449||J402,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M471||M136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H273||H245,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||L711,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G451,679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X259||X259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U071,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X867||C013,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G433,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U197||K611,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H626||H251,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E062||E063,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X299||X299||X299||X299,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||H229,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X713,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M459||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M492||X121,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U509||U508,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U199||U548||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U543||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||K606,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U354,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201||U202||U136,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||M479||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||T454,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X729||U093,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L184||X404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||D073,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U051,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||L714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||P091,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||W901,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||X491,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||U505,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G541||G541,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X402,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||A841,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U162,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||T877,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X903,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X298||X831,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||M473||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||O161,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H251||H221,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||G431,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||M471||M459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U354,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X715||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G753||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||X522,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M475||U071,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M475||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||T463,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U201||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X721||X721,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||U052,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H092||H098,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E519,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||U201||K591,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G351||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E369||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||J121,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J381||J402,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M472||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||K751,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||M472||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||F488,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||G436,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E259||Y534,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X282||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||S575,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||S572,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U112,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||N306||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||K634,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X402||G433,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||T243,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M459||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U221,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||M479||T773,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
