First_Procedure_Code,amb_vac_prev_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
U051||U354,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||M492,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L912||X404,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X529,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U212,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T123,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||G433,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528||X528||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||X522,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||G436,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X333||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||L912,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||L473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||T123,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||K633,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U175,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L722||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||S571,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852||M473,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U212,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||U354,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M471,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G333||G601,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U051,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||X522||X522||X522||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U151||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||E851,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||A544,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E659||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U542,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X503||L997,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E855,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||E856,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X904||E494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||M471||M459||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T124,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||A847,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||W481,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X599||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H464||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||L714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||E852||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X981||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X511,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U071,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||G445,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X569||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||Z942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||U354,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M382,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X339||X333,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H259||G451,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X562||U102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E893||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||X715,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E253,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X529,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||U055,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||U071,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||X522||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||X905,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X491,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E314,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||M472,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X602||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||L915,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G478,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||E856||E856||E856||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M422,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E423||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U291,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E852||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X613||L914,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X529||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||U542,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U354||U102,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||J132,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E491,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||G345,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||E852||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||S575,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U052,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||U091,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||S575,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E852||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E659,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||X292,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G475||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X981||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X528,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L948,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E632,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X529,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||X522||E852,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||U354,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||M493,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X408||X408,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||X503,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E856,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||G451,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201||U051,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K633,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U542||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U091,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||M471||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X654,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U051||U052,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U011,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||X562,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||M471,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M472||M459||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M473||X892,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E631,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||X522||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E852||F485,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||X404,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||L943,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||E855||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U201||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||U201||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E854,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X861||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M471||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||M479,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||G459,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||T462,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M382||U212,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||L264,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||T122,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E423,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U511||U542||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T122||T121,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||T123,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M478,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X903||U211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||E051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X292||U201||M479||M479,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||T124,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G478||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X961||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U221||U201,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X961||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T129||T123,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U071||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||L997,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E856||S574,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X529||X529||X529,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||X528||X528||G434,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||T123,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E499||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||E855||E852||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U548||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E851||E856||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X292,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X528||U212,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||L714,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X522||X522||X529||E856,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||U331,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||A841,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E856||X522,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U071,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X281||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||L942,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E494,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||X403||X403,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X403||E856,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G675||G341,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L997||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||M475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||E852||M473||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U543||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U548||U051,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X401||X401||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E259,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||T122,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||M472,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M479||T123,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U201||U542,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X528||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U548||U201,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||X529||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||T124,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U051||U052,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X603||U212,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||E856||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852||E852||E852||E852||E852||E852||E852||E852||T124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E426,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U153||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U508||N306,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||G445,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||U212,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X403,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E493,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T123||T127,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||J241,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U542,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||U355,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U071,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||X529||U201,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||X892,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Q555||X403,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||T124,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X511||X528||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||G441,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||U071,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||X892,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U202||U201||U362,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E278,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||U052,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E851||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||X674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U201||U071,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||E856||X528||X528,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X501||U051,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M478||M473,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M478,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||U212,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
W365||U201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L714||E851,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X892||U354,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||Q555,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E855||M479,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X601||U071,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||N306,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E856||E856||E856||M479||G459,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M471||U354,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||U081,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||M479||G342,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||E852,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||C164,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L912||U354,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||S411,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||G475||G475,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||U212,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X529||M479,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||G345,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X522||H201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||K636,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M472||U211,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||X522,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||D072,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X528||M479||U212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U201||E852||L714,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
T462||G437,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M479||M473||U201,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||M479||A841,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
U549||U548,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E852||E852||E852||E852,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
X404||X403,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G475||E492,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A559||U211,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A841||J012,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
