Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
Q870,1,Q870,Q870: Congenital malformation syndromes predominantly affecting facial appearance,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q871,2,Q871,Q871: Congenital malformation syndromes predominantly associated with short stature,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q872,2,Q872,Q872: Congenital malformation syndromes predominantly involving limbs,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q878,3,Q878,"Q878: Other specified congenital malformation syndromes, not elsewhere classified",Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q894,6,Q894,Q894: Conjoined twins,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q897,3,Q897,"Q897: Multiple congenital malformations, not elsewhere classified",Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q899,4,Q899,"Q899: Congenital malformation, unspecified",Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,Q80-Q89,Q80-Q89: Other congenital malformations,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q909,28,Q909,"Q909: Down's syndrome, unspecified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q913,33,Q913,"Q913: Edwards' syndrome, unspecified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",Q90-Q99,"Q90-Q99: Chromosomal abnormalities, not elsewhere classified",17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H810,1,H810,H810: Ménière's disease,H80-H83,H80-H83: Diseases of inner ear,H80-H83,H80-H83: Diseases of inner ear,H80-H83,H80-H83: Diseases of inner ear,8,VIII,VIII: Diseases of the ear and mastoid process,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H811,2,H811,H811: Benign paroxysmal vertigo,H80-H83,H80-H83: Diseases of inner ear,H80-H83,H80-H83: Diseases of inner ear,H80-H83,H80-H83: Diseases of inner ear,8,VIII,VIII: Diseases of the ear and mastoid process,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
H919,6,H919,"H919: Hearing loss, unspecified",H90-H95,H90-H95: Other disorders of ear,H90-H95,H90-H95: Other disorders of ear,H90-H95,H90-H95: Other disorders of ear,8,VIII,VIII: Diseases of the ear and mastoid process,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
O908,1,O908,"O908: Other complications of the puerperium, not elsewhere classified",O85-O92,O85-O92: Complications predominantly related to the puerperium,O85-O92,O85-O92: Complications predominantly related to the puerperium,O85-O92,O85-O92: Complications predominantly related to the puerperium,15,XV,"XV: Pregnancy, childbirth and the puerperium",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q446,2,Q446,Q446: Cystic disease of liver,Q38-Q45,Q38-Q45: Other congenital malformations of the digestive system,Q38-Q45,Q38-Q45: Other congenital malformations of the digestive system,Q38-Q45,Q38-Q45: Other congenital malformations of the digestive system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q532,1,Q532,"Q532: Undescended testicle, bilateral",Q50-Q56,Q50-Q56: Congenital malformations of genital organs,Q50-Q56,Q50-Q56: Congenital malformations of genital organs,Q50-Q56,Q50-Q56: Congenital malformations of genital organs,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q601,15,Q601,"Q601: Renal agenesis, bilateral",Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q602,3,Q602,"Q602: Renal agenesis, unspecified",Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q606,1,Q606,Q606: Potter's syndrome,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q611,1,Q611,"Q611: Polycystic kidney, autosomal recessive",Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q612,2,Q612,"Q612: Polycystic kidney, autosomal dominant",Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q613,6,Q613,"Q613: Polycystic kidney, unspecified",Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q614,6,Q614,Q614: Renal dysplasia,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,Q60-Q64,Q60-Q64: Congenital malformations of the urinary system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K921,496,K921,K921: Melaena,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B457,1,B457,B457: Disseminated cryptococcosis,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B461,1,B461,B461: Rhinocerebral mucormycosis,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
B465,1,B465,"B465: Mucormycosis, unspecified",B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,B35-B49,B35-B49: Mycoses,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q262,3,Q262,Q262: Total anomalous pulmonary venous connection,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q273,2,Q273,Q273: Peripheral arteriovenous malformation,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q282,2,Q282,Q282: Arteriovenous malformation of cerebral vessels,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q283,1,Q283,Q283: Other malformations of cerebral vessels,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q288,2,Q288,Q288: Other specified congenital malformations of circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q289,1,Q289,"Q289: Congenital malformation of circulatory system, unspecified",Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C817,7,C817,C817: Other classical Hodgkin lymphoma,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C819,26,C819,"C819: Hodgkin lymphoma, unspecified",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C820,3,C820,C820: Follicular lymphoma grade I,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C821,13,C821,C821: Follicular lymphoma grade II,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C822,3,C822,"C822: Follicular lymphoma grade III, unspecified",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C823,10,C823,C823: Follicular lymphoma grade IIIa,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C825,1,C825,C825: Diffuse follicle centre lymphoma,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C827,2,C827,C827: Other types of follicular lymphoma,C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81-C96,"C81-C96: Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
O85X,1,O85X,O85X: Puerperal sepsis,O85-O92,O85-O92: Complications predominantly related to the puerperium,O85-O92,O85-O92: Complications predominantly related to the puerperium,O85-O92,O85-O92: Complications predominantly related to the puerperium,15,XV,"XV: Pregnancy, childbirth and the puerperium",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P200,2,P200,P200: Intrauterine hypoxia first noted before onset of labour,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P201,11,P201,P201: Intrauterine hypoxia first noted during labour and delivery,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P209,6,P209,"P209: Intrauterine hypoxia, unspecified",P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P210,10,P210,P210: Severe birth asphyxia,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P219,1,P219,"P219: Birth asphyxia, unspecified",P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P220,6,P220,P220: Respiratory distress syndrome of newborn,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
P229,2,P229,"P229: Respiratory distress of newborn, unspecified",P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,P20-P29: Respiratory and cardiovascular disorders specific to the perinatal period,16,XVI,XVI: Certain conditions originating in the perinatal period,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N165,1,N165,N165: Renal tubulo-interstitial disorders in transplant rejection,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,N10-N16,N10-N16: Renal tubulo-interstitial diseases,14,XIV,XIV: Diseases of the genitourinary system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N170,23,N170,N170: Acute renal failure with tubular necrosis,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N171,4,N171,N171: Acute renal failure with acute cortical necrosis,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N178,5,N178,N178: Other acute renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N179,10029,N179,"N179: Acute renal failure, unspecified",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N181,1,N181,"N181: Chronic kidney disease, stage 1",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N183,39,N183,"N183: Chronic kidney disease, stage 3",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N184,53,N184,"N184: Chronic kidney disease, stage 4",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N185,893,N185,"N185: Chronic kidney disease, stage 5",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N189,37,N189,"N189: Chronic kidney disease, unspecified",N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N19X,34,N19X,N19X: Unspecified kidney failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,N17-N19,N17-N19: Renal failure,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N200,9,N200,N200: Calculus of kidney,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N201,1,N201,N201: Calculus of ureter,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N218,1,N218,N218: Other lower urinary tract calculus,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,N20-N23,N20-N23: Urolithiasis,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N258,2,N258,N258: Other disorders resulting from impaired renal tubular function,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N279,1,N279,"N279: Small kidney, unspecified",N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N280,10,N280,N280: Ischaemia and infarction of kidney,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N281,1,N281,"N281: Cyst of kidney, acquired",N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N288,10,N288,N288: Other specified disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,N25-N29,N25-N29: Other disorders of kidney and ureter,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N304,1,N304,N304: Irradiation cystitis,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N308,5,N308,N308: Other cystitis,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N321,7,N321,N321: Vesicointestinal fistula,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
N324,5,N324,"N324: Rupture of bladder, nontraumatic",N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,N30-N39,N30-N39: Other diseases of urinary system,14,XIV,XIV: Diseases of the genitourinary system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A280,2,A280,A280: Pasteurellosis,A20-A28,A20-A28: Certain zoonotic bacterial diseases,A20-A28,A20-A28: Certain zoonotic bacterial diseases,A20-A28,A20-A28: Certain zoonotic bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A310,13,A310,A310: Pulmonary mycobacterial infection,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A318,3,A318,A318: Other mycobacterial infections,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A319,1,A319,"A319: Mycobacterial infection, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A321,1,A321,A321: Listerial meningitis and meningoencephalitis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A327,6,A327,A327: Listerial sepsis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A328,1,A328,A328: Other forms of listeriosis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A329,2,A329,"A329: Listeriosis, unspecified",A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A35X,2,A35X,A35X: Other tetanus,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A370,1,A370,A370: Whooping cough due to Bordetella pertussis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A390,7,A390,A390: Meningococcal meningitis,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Dagger,ICD10 5th Edition,Live,2016-04-01 00:00:00,
A393,1,A393,A393: Chronic meningococcaemia,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,A30-A49,A30-A49: Other bacterial diseases,1,I,I: Certain infectious and parasitic diseases,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
