Spell_Primary_Diagnosis,frail_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
F322,1793,F322,F322: Severe depressive episode without psychotic symptoms,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F323,3154,F323,F323: Severe depressive episode with psychotic symptoms,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,F30-F39,F30-F39: Mood [affective] disorders,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G20X,26910,G20X,G20X: Parkinson's disease,G20-G26,G20-G26: Extrapyramidal and movement disorders,G20-G26,G20-G26: Extrapyramidal and movement disorders,G20-G26,G20-G26: Extrapyramidal and movement disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E86X,35011,E86X,E86X: Volume depletion,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E870,6050,E870,E870: Hyperosmolality and hypernatraemia,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E871,107687,E871,E871: Hypo-osmolality and hyponatraemia,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E872,3578,E872,E872: Acidosis,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E873,260,E873,E873: Alkalosis,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E874,20,E874,E874: Mixed disorder of acid-base balance,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E875,42401,E875,E875: Hyperkalaemia,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E876,29783,E876,E876: Hypokalaemia,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E877,22250,E877,E877: Fluid overload,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E878,2899,E878,"E878: Other disorders of electrolyte and fluid balance, not elsewhere classified",E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F000,141,F000,F000: Dementia in Alzheimer's disease with early onset,F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",F00-F09,"F00-F09: Organic, including symptomatic, mental disorders",5,V,V: Mental and behavioural disorders,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E832,3,E832,E832: Disorders of zinc metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E833,2293,E833,E833: Disorders of phosphorus metabolism and phosphatases,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E834,22466,E834,E834: Disorders of magnesium metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E835,32725,E835,E835: Disorders of calcium metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E838,22,E838,E838: Other disorders of mineral metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E839,8,E839,"E839: Disorder of mineral metabolism, unspecified",E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E050,637,E050,E050: Thyrotoxicosis with diffuse goitre,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E051,23,E051,E051: Thyrotoxicosis with toxic single thyroid nodule,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E052,344,E052,E052: Thyrotoxicosis with toxic multinodular goitre,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E054,10,E054,E054: Thyrotoxicosis factitia,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E055,366,E055,E055: Thyroid crisis or storm,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E058,240,E058,E058: Other thyrotoxicosis,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E059,2203,E059,"E059: Thyrotoxicosis, unspecified",E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,E00-E07,E00-E07: Disorders of thyroid gland,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I670,14,I670,"I670: Dissection of cerebral arteries, nonruptured",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I671,1875,I671,"I671: Cerebral aneurysm, nonruptured",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I672,353,I672,I672: Cerebral atherosclerosis,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I673,45,I673,I673: Progressive vascular leukoencephalopathy,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I674,812,I674,I674: Hypertensive encephalopathy,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I675,4,I675,I675: Moyamoya disease,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I676,146,I676,I676: Nonpyogenic thrombosis of intracranial venous system,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I677,90,I677,"I677: Cerebral arteritis, not elsewhere classified",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I678,4887,I678,I678: Other specified cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I679,2351,I679,"I679: Cerebrovascular disease, unspecified",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I690,2,I690,I690: Sequelae of subarachnoid haemorrhage,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I691,2,I691,I691: Sequelae of intracerebral haemorrhage,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I693,10,I693,I693: Sequelae of cerebral infarction,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I694,1,I694,"I694: Sequelae of stroke, not specified as haemorrhage or infarction",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G400,170,G400,G400: Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,G40-G47,G40-G47: Episodic and paroxysmal disorders,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I630,2593,I630,I630: Cerebral infarction due to thrombosis of precerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I631,1003,I631,I631: Cerebral infarction due to embolism of precerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I632,7698,I632,I632: Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I633,37879,I633,I633: Cerebral infarction due to thrombosis of cerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I634,23322,I634,I634: Cerebral infarction due to embolism of cerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I635,134148,I635,I635: Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I636,218,I636,"I636: Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,I60-I69,I60-I69: Cerebrovascular diseases,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M793,153,M793,"M793: Panniculitis, unspecified",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M7930,13,M7930,"M7930: Panniculitis, unspecified: Multiple sites",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M7932,2,M7932,"M7932: Panniculitis, unspecified: Upper arm",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M7933,3,M7933,"M7933: Panniculitis, unspecified: Forearm",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M7935,38,M7935,"M7935: Panniculitis, unspecified: Pelvic region and thigh",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M7936,29,M7936,"M7936: Panniculitis, unspecified: Lower leg",M70-M79,M70-M79: Other soft tissue disorders,M70-M79,M70-M79: Other soft tissue disorders,M60-M79,M60-M79: Soft tissue disorders,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R11X,46848,R11X,R11X: Nausea and vomiting,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R13X,19614,R13X,R13X: Dysphagia,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,R10-R19,R10-R19: Symptoms and signs involving the digestive system and abdomen,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R940,19,R940,R940: Abnormal results of function studies of central nervous system,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R941,6,R941,R941: Abnormal results of function studies of peripheral nervous system and special senses,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M480,993,M480,M480: Spinal stenosis,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4800,1505,M4800,M4800: Spinal stenosis: Multiple sites in spine,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4801,2,M4801,M4801: Spinal stenosis: Occipito-atlanto-axial region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4802,1591,M4802,M4802: Spinal stenosis: Cervical region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4803,31,M4803,M4803: Spinal stenosis: Cervicothoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4804,205,M4804,M4804: Spinal stenosis: Thoracic region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4805,109,M4805,M4805: Spinal stenosis: Thoracolumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4806,8176,M4806,M4806: Spinal stenosis: Lumbar region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4807,596,M4807,M4807: Spinal stenosis: Lumbosacral region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4808,15,M4808,M4808: Spinal stenosis: Sacral and sacrococcygeal region,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4809,120,M4809,M4809: Spinal stenosis: Site unspecified,M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M481,22,M481,M481: Ankylosing hyperostosis [Forestier],M45-M49,M45-M49: Spondylopathies,M45-M49,M45-M49: Spondylopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R942,86,R942,R942: Abnormal results of pulmonary function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R943,1572,R943,R943: Abnormal results of cardiovascular function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R944,1856,R944,R944: Abnormal results of kidney function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R945,13238,R945,R945: Abnormal results of liver function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R946,99,R946,R946: Abnormal results of thyroid function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R947,139,R947,R947: Abnormal results of other endocrine function studies,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R948,33,R948,R948: Abnormal results of function studies of other organs and systems,R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90-R94,"R90-R94: Abnormal findings on diagnostic imaging and in function studies, without diagnosis",18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S000,24208,S000,S000: Superficial injury of scalp,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S001,9978,S001,S001: Contusion of eyelid and periocular area,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S002,3965,S002,S002: Other superficial injuries of eyelid and periocular area,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S003,3016,S003,S003: Superficial injury of nose,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S004,582,S004,S004: Superficial injury of ear,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S005,673,S005,S005: Superficial injury of lip and oral cavity,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
