Der_Activity_Month,ICB_Name_Short,spells
202005,QHM: NHS North East & North Cumbria ICB,40001
201406,QRL: NHS Hampshire And Isle Of Wight ICB,36051
202312,QT1: NHS Nott'ham & Nottinghamshire ICB,26940
201309,QWE: NHS South West London ICB,29201
201905,QRL: NHS Hampshire And Isle Of Wight ICB,42065
202102,QJG: NHS Suffolk & North East Essex ICB,17264
201806,QH8: NHS Mid And South Essex ICB,29524
202201,QRV: NHS North West London ICB,39970
201812,QM7: NHS Hertfordshire & West Essex ICB,31887
202406,QNC: NHS Staffordshire & Stoke-On-Tr ICB,32967
201710,QJK: NHS Devon ICB,29692
201511,QT6: NHS Cornwall & Isles Of Scilly ICB,12216
202210,"QUY: NHS Bristol, N S'set & S Gloucs ICB",21463
202311,QNQ: NHS Frimley ICB,15677
202406,QVV: NHS Dorset ICB,21326
201903,QKS: NHS Kent And Medway ICB,44550
202305,"QU9: NHS Bucks, Oxford & Berkshire W ICB",38910
201805,QWE: NHS South West London ICB,32668
201809,QWU: NHS Coventry And Warwickshire ICB,21445
202104,QKK: NHS South East London ICB,34227
201703,QKK: NHS South East London ICB,38672
201508,QMM: NHS Norfolk And Waveney ICB,27518
202404,"QK1: NHS Leics, Leic'shire & Rutland ICB",28830
201709,"QK1: NHS Leics, Leic'shire & Rutland ICB",24019
202311,QVV: NHS Dorset ICB,21728
202208,QWE: NHS South West London ICB,28420
201510,QJK: NHS Devon ICB,28221
202212,"QOC: NHS Shrops, Telford & Wrekin ICB",13580
202003,QMM: NHS Norfolk And Waveney ICB,25018
201810,QRL: NHS Hampshire And Isle Of Wight ICB,42626
201706,QYG: NHS Cheshire And Merseyside ICB,71676
202010,QWE: NHS South West London ICB,29722
202207,QOP: NHS Greater Manchester ICB,70647
201808,QKS: NHS Kent And Medway ICB,44689
202212,QRL: NHS Hampshire And Isle Of Wight ICB,38479
201606,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32874
201904,QKK: NHS South East London ICB,36170
202311,QNC: NHS Staffordshire & Stoke-On-Tr ICB,33208
202208,QE1: NHS Lancashire & South Cumbria ICB,53077
201810,"QOC: NHS Shrops, Telford & Wrekin ICB",14648
202302,QWO: NHS West Yorkshire ICB,50054
201402,QJG: NHS Suffolk & North East Essex ICB,21473
201309,QJM: NHS Lincolnshire ICB,15341
202011,QHL: NHS Birmingham And Solihull ICB,22270
202001,QNX: NHS Sussex ICB,41209
201210,QJM: NHS Lincolnshire ICB,133
202301,QF7: NHS South Yorkshire ICB,36961
201601,NULL,173512
201409,QHL: NHS Birmingham And Solihull ICB,31781
201602,QRV: NHS North West London ICB,41642
201502,QVV: NHS Dorset ICB,18981
202112,QWU: NHS Coventry And Warwickshire ICB,21116
202102,QKS: NHS Kent And Medway ICB,30211
201312,QMF: NHS North East London ICB,35399
201705,QGH: NHS Herefords & Worcestershire ICB,17825
202010,QHM: NHS North East & North Cumbria ICB,65432
201505,"QHG: NHS Beds, Luton & Milton Keynes ICB",19097
201409,QPM: NHS Northamptonshire ICB,15742
202303,QR1: NHS Gloucestershire ICB,13881
202411,QWU: NHS Coventry And Warwickshire ICB,10119
201702,QHM: NHS North East & North Cumbria ICB,77358
202309,QXU: NHS Surrey Heartlands ICB,24769
201612,QHL: NHS Birmingham And Solihull ICB,31552
201305,QRL: NHS Hampshire And Isle Of Wight ICB,35676
201305,"QOC: NHS Shrops, Telford & Wrekin ICB",9175
202404,QRV: NHS North West London ICB,52167
201406,"QOC: NHS Shrops, Telford & Wrekin ICB",9386
201905,QKK: NHS South East London ICB,38441
201604,"QK1: NHS Leics, Leic'shire & Rutland ICB",24208
201610,QWU: NHS Coventry And Warwickshire ICB,20635
201704,"QOC: NHS Shrops, Telford & Wrekin ICB",12087
202002,QNQ: NHS Frimley ICB,17834
201208,"QOX: NHS Bath & NE S'set, S'don & W ICB",587
202012,"QOX: NHS Bath & NE S'set, S'don & W ICB",17437
201902,QKK: NHS South East London ICB,36048
202409,QR1: NHS Gloucestershire ICB,14947
202409,QXU: NHS Surrey Heartlands ICB,25492
201906,QF7: NHS South Yorkshire ICB,34918
201610,QYG: NHS Cheshire And Merseyside ICB,70542
202411,QT1: NHS Nott'ham & Nottinghamshire ICB,17101
202107,QMF: NHS North East London ICB,40037
201912,QE1: NHS Lancashire & South Cumbria ICB,52056
202204,NULL,171880
202303,QHL: NHS Birmingham And Solihull ICB,33371
202203,"QOX: NHS Bath & NE S'set, S'don & W ICB",20285
202110,QUA: NHS Black Country ICB,32958
202403,QNX: NHS Sussex ICB,42758
201305,QOP: NHS Greater Manchester ICB,76510
201311,QUE: NHS Cambs & Peterborough ICB,18215
202105,QUE: NHS Cambs & Peterborough ICB,18603
201504,QSL: NHS Somerset ICB,12164
201502,QF7: NHS South Yorkshire ICB,33960
202309,QR1: NHS Gloucestershire ICB,13864
202106,QWO: NHS West Yorkshire ICB,51801
202002,NULL,185766
201801,QJM: NHS Lincolnshire ICB,18364
201501,QR1: NHS Gloucestershire ICB,11555
201510,QM7: NHS Hertfordshire & West Essex ICB,33110
202311,QJK: NHS Devon ICB,39366
202207,QRL: NHS Hampshire And Isle Of Wight ICB,38207
201605,QOQ: NHS Humber And North Yorkshire ICB,40468
202108,"QHG: NHS Beds, Luton & Milton Keynes ICB",21291
202406,QNQ: NHS Frimley ICB,14458
202101,QUA: NHS Black Country ICB,24050
201810,QOP: NHS Greater Manchester ICB,84751
202212,QUE: NHS Cambs & Peterborough ICB,17461
202007,QPM: NHS Northamptonshire ICB,12648
201306,"QOC: NHS Shrops, Telford & Wrekin ICB",8897
202111,QOQ: NHS Humber And North Yorkshire ICB,42089
202207,"QOC: NHS Shrops, Telford & Wrekin ICB",13394
201703,QRL: NHS Hampshire And Isle Of Wight ICB,41844
201608,QSL: NHS Somerset ICB,12934
201604,QRV: NHS North West London ICB,41444
202211,QNX: NHS Sussex ICB,36939
201303,QWO: NHS West Yorkshire ICB,10154
201604,QJK: NHS Devon ICB,27337
202208,QT6: NHS Cornwall & Isles Of Scilly ICB,13402
201903,QJG: NHS Suffolk & North East Essex ICB,24169
202404,QGH: NHS Herefords & Worcestershire ICB,20823
202007,QUE: NHS Cambs & Peterborough ICB,15721
201604,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27535
202109,QT6: NHS Cornwall & Isles Of Scilly ICB,11771
202004,QJG: NHS Suffolk & North East Essex ICB,11247
202201,"QHG: NHS Beds, Luton & Milton Keynes ICB",19818
201307,QOQ: NHS Humber And North Yorkshire ICB,40108
202009,QF7: NHS South Yorkshire ICB,30852
201306,QE1: NHS Lancashire & South Cumbria ICB,43187
202007,QHL: NHS Birmingham And Solihull ICB,26570
201604,QVV: NHS Dorset ICB,20854
202212,QPM: NHS Northamptonshire ICB,18318
201508,QWE: NHS South West London ICB,29178
201304,QM7: NHS Hertfordshire & West Essex ICB,28332
202401,QHL: NHS Birmingham And Solihull ICB,35808
201603,QUA: NHS Black Country ICB,34060
201604,QNQ: NHS Frimley ICB,15479
201710,QM7: NHS Hertfordshire & West Essex ICB,33781
201603,QNX: NHS Sussex ICB,36201
201511,QHM: NHS North East & North Cumbria ICB,83062
201707,NULL,195455
201511,QE1: NHS Lancashire & South Cumbria ICB,48913
201912,QOP: NHS Greater Manchester ICB,78202
201412,QXU: NHS Surrey Heartlands ICB,19297
201305,QKK: NHS South East London ICB,35510
202303,"QOX: NHS Bath & NE S'set, S'don & W ICB",21348
201311,"QOC: NHS Shrops, Telford & Wrekin ICB",9524
202003,QWE: NHS South West London ICB,24984
201207,QNC: NHS Staffordshire & Stoke-On-Tr ICB,34
201702,QE1: NHS Lancashire & South Cumbria ICB,46203
201808,QJG: NHS Suffolk & North East Essex ICB,23046
201402,QKS: NHS Kent And Medway ICB,37341
201805,QMM: NHS Norfolk And Waveney ICB,29978
201601,QYG: NHS Cheshire And Merseyside ICB,70831
202210,QJM: NHS Lincolnshire ICB,17472
201602,"QK1: NHS Leics, Leic'shire & Rutland ICB",22426
202208,QMM: NHS Norfolk And Waveney ICB,28264
201709,QRV: NHS North West London ICB,43057
202003,QE1: NHS Lancashire & South Cumbria ICB,47266
201810,QKK: NHS South East London ICB,39171
201511,QWE: NHS South West London ICB,31309
201703,QOP: NHS Greater Manchester ICB,81685
201506,QRV: NHS North West London ICB,42983
201902,QRL: NHS Hampshire And Isle Of Wight ICB,38881
200908,QM7: NHS Hertfordshire & West Essex ICB,1
201206,"QHG: NHS Beds, Luton & Milton Keynes ICB",14
201208,QHL: NHS Birmingham And Solihull ICB,4
201111,QJM: NHS Lincolnshire ICB,1
200911,"QU9: NHS Bucks, Oxford & Berkshire W ICB",1
200908,"QK1: NHS Leics, Leic'shire & Rutland ICB",1
200912,QKS: NHS Kent And Medway ICB,1
201202,QJG: NHS Suffolk & North East Essex ICB,1
201002,"QOC: NHS Shrops, Telford & Wrekin ICB",3
200910,QWU: NHS Coventry And Warwickshire ICB,1
201203,QJM: NHS Lincolnshire ICB,3
202304,QMJ: NHS North Central London ICB,32016
201710,QR1: NHS Gloucestershire ICB,12626
201402,QJM: NHS Lincolnshire ICB,15928
201509,"QHG: NHS Beds, Luton & Milton Keynes ICB",19402
201209,QM7: NHS Hertfordshire & West Essex ICB,254
201911,QHM: NHS North East & North Cumbria ICB,77458
202109,NULL,177183
202303,QYG: NHS Cheshire And Merseyside ICB,72172
201901,NULL,210838
201807,QOQ: NHS Humber And North Yorkshire ICB,42163
202210,QWE: NHS South West London ICB,29165
201510,QJG: NHS Suffolk & North East Essex ICB,23410
202409,"QUY: NHS Bristol, N S'set & S Gloucs ICB",24381
201304,QHM: NHS North East & North Cumbria ICB,81405
201612,QKS: NHS Kent And Medway ICB,39356
201707,QR1: NHS Gloucestershire ICB,11985
201708,QE1: NHS Lancashire & South Cumbria ICB,51457
201802,QVV: NHS Dorset ICB,19503
201308,QRL: NHS Hampshire And Isle Of Wight ICB,34245
201502,QRL: NHS Hampshire And Isle Of Wight ICB,34944
201706,QUA: NHS Black Country ICB,35885
201910,QWE: NHS South West London ICB,34160
202203,QYG: NHS Cheshire And Merseyside ICB,67096
201506,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27830
202406,QE1: NHS Lancashire & South Cumbria ICB,56293
201912,QJ2: NHS Derby And Derbyshire ICB,25650
202307,QWU: NHS Coventry And Warwickshire ICB,24135
201608,"QHG: NHS Beds, Luton & Milton Keynes ICB",20236
201811,QGH: NHS Herefords & Worcestershire ICB,19625
201210,QPM: NHS Northamptonshire ICB,94
200911,QYG: NHS Cheshire And Merseyside ICB,806
201007,NULL,1351651
201102,NULL,1275716
201807,"QU9: NHS Bucks, Oxford & Berkshire W ICB",35237
201208,NULL,1363592
201812,QOQ: NHS Humber And North Yorkshire ICB,39600
201706,QOP: NHS Greater Manchester ICB,79196
201705,QYG: NHS Cheshire And Merseyside ICB,71586
201809,QJG: NHS Suffolk & North East Essex ICB,22589
202202,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31717
201507,QJ2: NHS Derby And Derbyshire ICB,24459
202304,QRL: NHS Hampshire And Isle Of Wight ICB,39975
202301,QHL: NHS Birmingham And Solihull ICB,31776
202208,QPM: NHS Northamptonshire ICB,18015
202208,QGH: NHS Herefords & Worcestershire ICB,18813
201604,QH8: NHS Mid And South Essex ICB,25368
201610,QE1: NHS Lancashire & South Cumbria ICB,49114
202307,QNQ: NHS Frimley ICB,14428
201306,QJ2: NHS Derby And Derbyshire ICB,21883
201910,QHM: NHS North East & North Cumbria ICB,80711
201309,QGH: NHS Herefords & Worcestershire ICB,15258
201811,QKK: NHS South East London ICB,38962
202012,QF7: NHS South Yorkshire ICB,28647
201801,QH8: NHS Mid And South Essex ICB,29049
202301,QKK: NHS South East London ICB,35034
201811,QHL: NHS Birmingham And Solihull ICB,36354
201809,QF7: NHS South Yorkshire ICB,34009
201804,"QHG: NHS Beds, Luton & Milton Keynes ICB",20865
202105,QXU: NHS Surrey Heartlands ICB,21436
202210,QE1: NHS Lancashire & South Cumbria ICB,54649
201903,QSL: NHS Somerset ICB,14414
201310,QT6: NHS Cornwall & Isles Of Scilly ICB,12986
202408,QNQ: NHS Frimley ICB,14305
201208,QVV: NHS Dorset ICB,64
201210,QGH: NHS Herefords & Worcestershire ICB,27
200910,"QU9: NHS Bucks, Oxford & Berkshire W ICB",5
201302,QGH: NHS Herefords & Worcestershire ICB,24
201210,"QHG: NHS Beds, Luton & Milton Keynes ICB",36
201204,QWU: NHS Coventry And Warwickshire ICB,5
201506,QVV: NHS Dorset ICB,21191
201802,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27138
201208,QNC: NHS Staffordshire & Stoke-On-Tr ICB,17
200909,"QOC: NHS Shrops, Telford & Wrekin ICB",4
201211,QKK: NHS South East London ICB,6
201212,"QOC: NHS Shrops, Telford & Wrekin ICB",9
201201,QT1: NHS Nott'ham & Nottinghamshire ICB,1
201205,QF7: NHS South Yorkshire ICB,11
201204,QMF: NHS North East London ICB,7
200908,QHM: NHS North East & North Cumbria ICB,6
201111,"QU9: NHS Bucks, Oxford & Berkshire W ICB",1
201202,QJM: NHS Lincolnshire ICB,1
201002,QM7: NHS Hertfordshire & West Essex ICB,1
200909,QUA: NHS Black Country ICB,3
200911,QNC: NHS Staffordshire & Stoke-On-Tr ICB,2
201903,QJK: NHS Devon ICB,30285
201606,QRL: NHS Hampshire And Isle Of Wight ICB,38888
201809,QH8: NHS Mid And South Essex ICB,28291
202410,QT6: NHS Cornwall & Isles Of Scilly ICB,16918
202211,QPM: NHS Northamptonshire ICB,19544
202103,QT6: NHS Cornwall & Isles Of Scilly ICB,12895
201412,QWU: NHS Coventry And Warwickshire ICB,18370
201506,QJK: NHS Devon ICB,28451
202308,"QK1: NHS Leics, Leic'shire & Rutland ICB",26957
201802,QSL: NHS Somerset ICB,13074
201306,"QOX: NHS Bath & NE S'set, S'don & W ICB",16364
201903,QUE: NHS Cambs & Peterborough ICB,20041
201212,QE1: NHS Lancashire & South Cumbria ICB,298
201403,QYG: NHS Cheshire And Merseyside ICB,70009
201401,QWE: NHS South West London ICB,30590
201508,NULL,180067
202112,QNC: NHS Staffordshire & Stoke-On-Tr ICB,26967
202401,QRL: NHS Hampshire And Isle Of Wight ICB,46340
202112,QT1: NHS Nott'ham & Nottinghamshire ICB,25474
201902,QM7: NHS Hertfordshire & West Essex ICB,31035
202103,QJG: NHS Suffolk & North East Essex ICB,22320
201909,"QOC: NHS Shrops, Telford & Wrekin ICB",14533
202109,"QHG: NHS Beds, Luton & Milton Keynes ICB",21592
201502,QNX: NHS Sussex ICB,31724
201506,QXU: NHS Surrey Heartlands ICB,20105
201912,QJG: NHS Suffolk & North East Essex ICB,23562
201411,QNQ: NHS Frimley ICB,15348
201802,"QOC: NHS Shrops, Telford & Wrekin ICB",12131
202207,QJ2: NHS Derby And Derbyshire ICB,26240
201610,QMM: NHS Norfolk And Waveney ICB,28953
201909,QJM: NHS Lincolnshire ICB,17135
201211,"QOX: NHS Bath & NE S'set, S'don & W ICB",609
201209,QJM: NHS Lincolnshire ICB,134
201210,QJK: NHS Devon ICB,265
202312,NULL,174651
202211,QYG: NHS Cheshire And Merseyside ICB,68761
201908,QRV: NHS North West London ICB,45184
202107,QHM: NHS North East & North Cumbria ICB,73281
201607,QHM: NHS North East & North Cumbria ICB,82574
202012,QWE: NHS South West London ICB,26065
202101,NULL,147548
201304,QSL: NHS Somerset ICB,12929
202305,"QK1: NHS Leics, Leic'shire & Rutland ICB",24355
202101,QNX: NHS Sussex ICB,26007
201701,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32611
202411,QYG: NHS Cheshire And Merseyside ICB,32880
202304,QHL: NHS Birmingham And Solihull ICB,29612
201602,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27143
201706,QOQ: NHS Humber And North Yorkshire ICB,41663
201911,QSL: NHS Somerset ICB,14690
201306,QF7: NHS South Yorkshire ICB,32536
201804,QM7: NHS Hertfordshire & West Essex ICB,31340
201511,QJG: NHS Suffolk & North East Essex ICB,23303
201311,QR1: NHS Gloucestershire ICB,11688
202311,QNX: NHS Sussex ICB,41720
201602,QVV: NHS Dorset ICB,20367
201806,QVV: NHS Dorset ICB,20298
201510,QWE: NHS South West London ICB,32264
202210,"QOX: NHS Bath & NE S'set, S'don & W ICB",19611
202010,QKS: NHS Kent And Medway ICB,39429
201206,QM7: NHS Hertfordshire & West Essex ICB,164
200909,QOQ: NHS Humber And North Yorkshire ICB,2
201708,"QOX: NHS Bath & NE S'set, S'don & W ICB",18712
201602,QYG: NHS Cheshire And Merseyside ICB,70377
201407,NULL,187462
202404,"QU9: NHS Bucks, Oxford & Berkshire W ICB",38710
202012,QMM: NHS Norfolk And Waveney ICB,24729
201904,QSL: NHS Somerset ICB,14038
201309,QJK: NHS Devon ICB,26652
201708,QF7: NHS South Yorkshire ICB,35693
202006,"QU9: NHS Bucks, Oxford & Berkshire W ICB",26378
201609,QUE: NHS Cambs & Peterborough ICB,19170
202310,QF7: NHS South Yorkshire ICB,41124
202003,QT1: NHS Nott'ham & Nottinghamshire ICB,22848
201502,QJG: NHS Suffolk & North East Essex ICB,21588
201712,QH8: NHS Mid And South Essex ICB,26511
201308,QH8: NHS Mid And South Essex ICB,23854
201401,QT6: NHS Cornwall & Isles Of Scilly ICB,13026
201106,NULL,1379207
202203,NULL,189366
202109,QOP: NHS Greater Manchester ICB,76639
202304,QPM: NHS Northamptonshire ICB,17397
201706,QJK: NHS Devon ICB,29678
202307,QWE: NHS South West London ICB,30382
202207,QMJ: NHS North Central London ICB,33770
201705,QM7: NHS Hertfordshire & West Essex ICB,32668
202307,QMM: NHS Norfolk And Waveney ICB,29067
201801,QKK: NHS South East London ICB,37487
201606,"QK1: NHS Leics, Leic'shire & Rutland ICB",23782
201905,QJG: NHS Suffolk & North East Essex ICB,23994
201903,"QHG: NHS Beds, Luton & Milton Keynes ICB",22307
201305,QXU: NHS Surrey Heartlands ICB,19734
201308,QJ2: NHS Derby And Derbyshire ICB,21601
202012,QH8: NHS Mid And South Essex ICB,21590
201612,QOP: NHS Greater Manchester ICB,75621
202111,QUA: NHS Black Country ICB,33217
202208,QJG: NHS Suffolk & North East Essex ICB,23677
201811,QMJ: NHS North Central London ICB,36111
202309,"QOC: NHS Shrops, Telford & Wrekin ICB",14823
201806,QPM: NHS Northamptonshire ICB,18002
202209,"QHG: NHS Beds, Luton & Milton Keynes ICB",21377
201412,QF7: NHS South Yorkshire ICB,35156
202310,QMM: NHS Norfolk And Waveney ICB,30037
201909,QXU: NHS Surrey Heartlands ICB,22649
201210,QM7: NHS Hertfordshire & West Essex ICB,258
201302,QJG: NHS Suffolk & North East Essex ICB,147
201209,"QHG: NHS Beds, Luton & Milton Keynes ICB",29
201210,QXU: NHS Surrey Heartlands ICB,66
200907,QOP: NHS Greater Manchester ICB,25
201207,QHM: NHS North East & North Cumbria ICB,77
200902,NULL,1188630
201311,QT1: NHS Nott'ham & Nottinghamshire ICB,24574
201408,QNX: NHS Sussex ICB,31370
200909,NULL,1291871
201805,QNQ: NHS Frimley ICB,16893
201911,QE1: NHS Lancashire & South Cumbria ICB,56924
202102,QH8: NHS Mid And South Essex ICB,20194
202312,QOQ: NHS Humber And North Yorkshire ICB,46409
201806,QYG: NHS Cheshire And Merseyside ICB,71001
202109,QUA: NHS Black Country ICB,32192
201804,QJM: NHS Lincolnshire ICB,17252
201712,QWE: NHS South West London ICB,29565
201709,QUE: NHS Cambs & Peterborough ICB,18179
202301,QJG: NHS Suffolk & North East Essex ICB,23503
202008,QMM: NHS Norfolk And Waveney ICB,22670
201304,QE1: NHS Lancashire & South Cumbria ICB,30571
201705,QXU: NHS Surrey Heartlands ICB,21773
201912,QKK: NHS South East London ICB,35997
201407,QJK: NHS Devon ICB,29544
201206,QJM: NHS Lincolnshire ICB,114
201302,QWE: NHS South West London ICB,20
201411,QE1: NHS Lancashire & South Cumbria ICB,47259
201508,QYG: NHS Cheshire And Merseyside ICB,67665
201602,QWO: NHS West Yorkshire ICB,56553
202212,QJG: NHS Suffolk & North East Essex ICB,22783
201412,"QOX: NHS Bath & NE S'set, S'don & W ICB",16962
201403,NULL,162208
201605,QSL: NHS Somerset ICB,12610
202407,QOQ: NHS Humber And North Yorkshire ICB,51370
201403,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27840
201909,QSL: NHS Somerset ICB,14115
201403,QVV: NHS Dorset ICB,20291
201712,QMM: NHS Norfolk And Waveney ICB,28440
202410,"QUY: NHS Bristol, N S'set & S Gloucs ICB",26813
201902,QKS: NHS Kent And Medway ICB,40551
202303,QNX: NHS Sussex ICB,40177
201701,QT1: NHS Nott'ham & Nottinghamshire ICB,27276
202103,"QK1: NHS Leics, Leic'shire & Rutland ICB",21266
201204,QRV: NHS North West London ICB,138
201711,QHM: NHS North East & North Cumbria ICB,76445
202104,QRL: NHS Hampshire And Isle Of Wight ICB,38895
202003,QJM: NHS Lincolnshire ICB,14973
202111,QOP: NHS Greater Manchester ICB,77540
201411,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18558
202409,"QOX: NHS Bath & NE S'set, S'don & W ICB",22902
201812,"QOC: NHS Shrops, Telford & Wrekin ICB",13672
202007,QH8: NHS Mid And South Essex ICB,22153
201607,QF7: NHS South Yorkshire ICB,35009
202211,QUA: NHS Black Country ICB,34308
202207,QT6: NHS Cornwall & Isles Of Scilly ICB,13105
202310,QWE: NHS South West London ICB,31428
201312,QNQ: NHS Frimley ICB,14364
201606,QHL: NHS Birmingham And Solihull ICB,32760
202409,QF7: NHS South Yorkshire ICB,39252
202411,NULL,47217
202205,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36044
202401,QH8: NHS Mid And South Essex ICB,29282
201901,QNC: NHS Staffordshire & Stoke-On-Tr ICB,32972
201708,QWU: NHS Coventry And Warwickshire ICB,21447
202209,QUE: NHS Cambs & Peterborough ICB,18027
201309,QM7: NHS Hertfordshire & West Essex ICB,29141
201610,QHM: NHS North East & North Cumbria ICB,82363
201501,QKK: NHS South East London ICB,34966
201909,QM7: NHS Hertfordshire & West Essex ICB,34691
201501,QF7: NHS South Yorkshire ICB,35399
202401,QJ2: NHS Derby And Derbyshire ICB,29834
201603,NULL,181048
201307,QT1: NHS Nott'ham & Nottinghamshire ICB,26185
201710,QRV: NHS North West London ICB,44813
201803,QE1: NHS Lancashire & South Cumbria ICB,53274
201312,QHM: NHS North East & North Cumbria ICB,79080
202204,QKK: NHS South East London ICB,33331
201910,QH8: NHS Mid And South Essex ICB,31123
201704,"QK1: NHS Leics, Leic'shire & Rutland ICB",21999
202204,QF7: NHS South Yorkshire ICB,32888
201401,QMM: NHS Norfolk And Waveney ICB,29445
201907,QJG: NHS Suffolk & North East Essex ICB,24557
201711,QNQ: NHS Frimley ICB,16379
201603,QOP: NHS Greater Manchester ICB,79045
201906,QYG: NHS Cheshire And Merseyside ICB,72137
201901,QVV: NHS Dorset ICB,21918
202005,QWO: NHS West Yorkshire ICB,29530
202404,QR1: NHS Gloucestershire ICB,14800
201807,"QOC: NHS Shrops, Telford & Wrekin ICB",13843
201405,QSL: NHS Somerset ICB,12552
201301,"QU9: NHS Bucks, Oxford & Berkshire W ICB",134
201302,"QK1: NHS Leics, Leic'shire & Rutland ICB",50
201706,QKS: NHS Kent And Medway ICB,42412
201905,QT6: NHS Cornwall & Isles Of Scilly ICB,14767
202404,QT1: NHS Nott'ham & Nottinghamshire ICB,31383
201407,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29129
202104,QMJ: NHS North Central London ICB,33565
201612,QUA: NHS Black Country ICB,31056
201404,QT6: NHS Cornwall & Isles Of Scilly ICB,12085
201801,QNX: NHS Sussex ICB,38533
201310,QMM: NHS Norfolk And Waveney ICB,29696
201609,"QHG: NHS Beds, Luton & Milton Keynes ICB",20458
201910,QWU: NHS Coventry And Warwickshire ICB,23898
202306,QRV: NHS North West London ICB,49335
202212,QNX: NHS Sussex ICB,32700
201409,QMJ: NHS North Central London ICB,36116
201812,QF7: NHS South Yorkshire ICB,33377
201604,QNX: NHS Sussex ICB,35357
202304,"QK1: NHS Leics, Leic'shire & Rutland ICB",22253
202001,"QU9: NHS Bucks, Oxford & Berkshire W ICB",40455
201510,QT6: NHS Cornwall & Isles Of Scilly ICB,12706
202310,QH8: NHS Mid And South Essex ICB,28562
202301,QT6: NHS Cornwall & Isles Of Scilly ICB,13783
201605,"QOC: NHS Shrops, Telford & Wrekin ICB",11987
202004,QMM: NHS Norfolk And Waveney ICB,14789
201204,QHM: NHS North East & North Cumbria ICB,40
200812,NULL,1240484
201711,QRV: NHS North West London ICB,44418
201407,QVV: NHS Dorset ICB,20868
202008,QH8: NHS Mid And South Essex ICB,22127
202211,QOP: NHS Greater Manchester ICB,74108
201312,QRV: NHS North West London ICB,38800
202309,QJM: NHS Lincolnshire ICB,15975
202402,QJG: NHS Suffolk & North East Essex ICB,26683
202206,QHM: NHS North East & North Cumbria ICB,74255
201812,QSL: NHS Somerset ICB,13075
201402,QOP: NHS Greater Manchester ICB,74565
201409,QRL: NHS Hampshire And Isle Of Wight ICB,37030
202207,QJG: NHS Suffolk & North East Essex ICB,23181
202108,QKS: NHS Kent And Medway ICB,39688
201311,"QU9: NHS Bucks, Oxford & Berkshire W ICB",29976
202002,QKS: NHS Kent And Medway ICB,41520
201805,"QOX: NHS Bath & NE S'set, S'don & W ICB",20416
201403,QUA: NHS Black Country ICB,32175
202009,QPM: NHS Northamptonshire ICB,14944
201510,QMM: NHS Norfolk And Waveney ICB,29532
202204,"QOX: NHS Bath & NE S'set, S'don & W ICB",17978
201402,QUE: NHS Cambs & Peterborough ICB,17583
201804,QXU: NHS Surrey Heartlands ICB,20700
201402,QUA: NHS Black Country ICB,30041
202009,QGH: NHS Herefords & Worcestershire ICB,15948
201404,QMM: NHS Norfolk And Waveney ICB,27877
202005,QGH: NHS Herefords & Worcestershire ICB,9553
201501,"QOX: NHS Bath & NE S'set, S'don & W ICB",16982
201903,QOQ: NHS Humber And North Yorkshire ICB,42684
202005,QPM: NHS Northamptonshire ICB,9640
201405,QF7: NHS South Yorkshire ICB,34945
202007,QR1: NHS Gloucestershire ICB,11077
201904,"QOC: NHS Shrops, Telford & Wrekin ICB",14329
201206,QXU: NHS Surrey Heartlands ICB,54
201403,QOP: NHS Greater Manchester ICB,79587
201706,QXU: NHS Surrey Heartlands ICB,21456
202009,QOP: NHS Greater Manchester ICB,66460
202105,QWO: NHS West Yorkshire ICB,49592
202308,QHL: NHS Birmingham And Solihull ICB,34235
201608,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27086
202106,QSL: NHS Somerset ICB,14790
201607,QMF: NHS North East London ICB,38157
202407,QJK: NHS Devon ICB,41181
201607,QWU: NHS Coventry And Warwickshire ICB,20015
201507,QGH: NHS Herefords & Worcestershire ICB,15376
202201,QMF: NHS North East London ICB,33414
201308,QMJ: NHS North Central London ICB,35674
201404,QWE: NHS South West London ICB,28746
201305,QJK: NHS Devon ICB,27128
201307,QR1: NHS Gloucestershire ICB,11898
202105,QGH: NHS Herefords & Worcestershire ICB,17853
201301,QT1: NHS Nott'ham & Nottinghamshire ICB,2244
201211,QT6: NHS Cornwall & Isles Of Scilly ICB,196
202407,NULL,198656
202106,QE1: NHS Lancashire & South Cumbria ICB,52067
202104,QJ2: NHS Derby And Derbyshire ICB,23641
201509,QJK: NHS Devon ICB,28656
202406,"QK1: NHS Leics, Leic'shire & Rutland ICB",27461
201704,QWE: NHS South West London ICB,28437
201406,QKK: NHS South East London ICB,35033
202111,QKS: NHS Kent And Medway ICB,41589
202202,QXU: NHS Surrey Heartlands ICB,19203
201509,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27231
201608,QJK: NHS Devon ICB,27017
